afp,modelo_codigo,familia,parametros,umbral,brier,auc,prevalencia_caida_pct,n,n_alertas,tp,fp,fn,tn,precision_alerta_pct,cobertura_caidas_pct,falsas_alarmas_pct,cobertura_alertas_pct,puntaje_control_riesgo
Prima,logistica_c10,regresion_logistica,"{""C"": 10.0}",0.65,0.24946152295516447,0.5726883746268826,48.31649831649832,594,0,0,0,287,307,,0.0,0.0,0.0,0.0
Prima,logistica_c10,regresion_logistica,"{""C"": 10.0}",0.7,0.24946152295516447,0.5726883746268826,48.31649831649832,594,0,0,0,287,307,,0.0,0.0,0.0,0.0
Prima,logistica_c10,regresion_logistica,"{""C"": 10.0}",0.75,0.24946152295516447,0.5726883746268826,48.31649831649832,594,0,0,0,287,307,,0.0,0.0,0.0,0.0
Prima,gradient_d2_lr0.03,gradient_boosting,"{""learning_rate"": 0.03, ""max_depth"": 2, ""n_estimators"": 160}",0.55,0.24582239728902222,0.5892530842479202,48.31649831649832,594,37,23,14,264,293,62.16216216216216,8.013937282229964,4.5602605863192185,6.228956228956229,0.25708396203351314
Prima,gradient_d2_lr0.03,gradient_boosting,"{""learning_rate"": 0.03, ""max_depth"": 2, ""n_estimators"": 160}",0.6,0.24582239728902222,0.5892530842479202,48.31649831649832,594,0,0,0,287,307,,0.0,0.0,0.0,0.0
Prima,gradient_d2_lr0.03,gradient_boosting,"{""learning_rate"": 0.03, ""max_depth"": 2, ""n_estimators"": 160}",0.65,0.24582239728902222,0.5892530842479202,48.31649831649832,594,0,0,0,287,307,,0.0,0.0,0.0,0.0
Prima,gradient_d2_lr0.03,gradient_boosting,"{""learning_rate"": 0.03, ""max_depth"": 2, ""n_estimators"": 160}",0.7,0.24582239728902222,0.5892530842479202,48.31649831649832,594,0,0,0,287,307,,0.0,0.0,0.0,0.0
Prima,gradient_d2_lr0.03,gradient_boosting,"{""learning_rate"": 0.03, ""max_depth"": 2, ""n_estimators"": 160}",0.75,0.24582239728902222,0.5892530842479202,48.31649831649832,594,0,0,0,287,307,,0.0,0.0,0.0,0.0
Prima,gradient_d2_lr0.05,gradient_boosting,"{""learning_rate"": 0.05, ""max_depth"": 2, ""n_estimators"": 160}",0.55,0.2464211762500345,0.5836180185906094,48.31649831649832,594,23,14,9,273,298,60.86956521739131,4.878048780487805,2.9315960912052117,3.872053872053872,0.23694115046234726
Prima,gradient_d2_lr0.05,gradient_boosting,"{""learning_rate"": 0.05, ""max_depth"": 2, ""n_estimators"": 160}",0.6,0.2464211762500345,0.5836180185906094,48.31649831649832,594,0,0,0,287,307,,0.0,0.0,0.0,0.0
