afp,frecuencia,modelo_codigo,modo_selectivo,cobertura_objetivo,walk_n,walk_prevalencia_pct,walk_auc,walk_brier,walk_n_alertas,walk_cobertura_dias_pct,walk_precision_alerta_pct,walk_mejora_precision_pp,walk_cobertura_caidas_pct,walk_falsas_alarmas_pct,walk_perdida_evitada_suma_pct,walk_ganancia_sacrificada_suma_pct,walk_proteccion_neta_suma_pct,criterios_principales,criterios_estabilidad,estado
Habitat,diaria,gb_d2_n100,probabilidad,0.15,331,14.19939577039275,0.6315178303865748,0.11724753917383189,45,13.595166163141995,26.666666666666668,12.467270896273916,25.53191489361702,11.619718309859154,14.662360052677878,10.9210458470023,3.741314205675578,"{""alertas_minimas"": true, ""auc_minimo"": true, ""cobertura_caidas_minima"": true, ""mejora_precision_minima"": true, ""proteccion_neta_positiva"": true}","{""auc_segunda_min_0_52"": true, ""mejora_precision_no_negativa_segunda"": true, ""proteccion_positiva_primera"": true, ""proteccion_positiva_segunda"": true}",APROBADO_PARA_SEGUIMIENTO_PROSPECTIVO
Integra,diaria,logistica_C1.0_bal,probabilidad,0.1,315,17.142857142857142,0.565772669220945,0.21805720477163706,23,7.301587301587302,26.08695652173913,8.944099378881987,11.11111111111111,6.513409961685824,5.91154426452212,4.241650387539093,1.6698938769830265,"{""alertas_minimas"": true, ""auc_minimo"": true, ""cobertura_caidas_minima"": false, ""mejora_precision_minima"": true, ""proteccion_neta_positiva"": true}","{""auc_segunda_min_0_52"": true, ""mejora_precision_no_negativa_segunda"": false, ""proteccion_positiva_primera"": true, ""proteccion_positiva_segunda"": false}",EXPERIMENTAL_NO_APROBADO
Prima,diaria,logistica_C0.05_normal,probabilidad,0.2,335,17.611940298507463,0.5555146155735692,0.15491271509046656,59,17.611940298507463,13.559322033898304,-4.052618264609157,13.559322033898304,18.478260869565215,9.37464667363516,19.843177438782288,-10.468530765147126,"{""alertas_minimas"": true, ""auc_minimo"": true, ""cobertura_caidas_minima"": false, ""mejora_precision_minima"": false, ""proteccion_neta_positiva"": false}","{""auc_segunda_min_0_52"": false, ""mejora_precision_no_negativa_segunda"": false, ""proteccion_positiva_primera"": false, ""proteccion_positiva_segunda"": false}",EXPERIMENTAL_NO_APROBADO
Profuturo,diaria,logistica_C0.05_bal,probabilidad,0.25,328,17.98780487804878,0.5962447230798311,0.22561008808726746,66,20.121951219512198,25.757575757575758,7.769770879526977,28.8135593220339,18.21561338289963,19.018385541512465,15.92837390887866,3.0900116326338045,"{""alertas_minimas"": true, ""auc_minimo"": true, ""cobertura_caidas_minima"": true, ""mejora_precision_minima"": false, ""proteccion_neta_positiva"": true}","{""auc_segunda_min_0_52"": true, ""mejora_precision_no_negativa_segunda"": true, ""proteccion_positiva_primera"": true, ""proteccion_positiva_segunda"": false}",EXPERIMENTAL_NO_APROBADO
