segmento,n,prevalencia_pct,auc,brier,n_alertas,precision_alerta_pct,cobertura_caidas_pct,falsas_alarmas_pct,perdida_evitada_suma_pct,ganancia_sacrificada_suma_pct,proteccion_neta_suma_pct
test_primera_mitad,157,22.929936305732486,0.6400367309458218,0.17633940926664177,28,42.857142857142854,33.33333333333333,13.223140495867769,8.684123511744,2.0707671593642196,6.61335635237978
test_segunda_mitad,158,13.924050632911392,0.5342580213903744,0.1213699186188069,12,16.666666666666664,9.090909090909092,7.352941176470589,4.3157864756736135,1.1940791256972445,3.121707349976369
