afp,C,balanceado,calibrador,umbral_probabilidad,umbral_shock_factores,n_train,n_valid,n_test,n,prevalencia_pct,auc,brier,n_alertas,precision_alerta_pct,cobertura_caidas_pct,falsas_alarmas_pct,perdida_evitada_suma_pct,ganancia_sacrificada_suma_pct,proteccion_neta_suma_pct,brier_base_prevalencia,criterios_principales,criterios_estabilidad,estado
Profuturo,0.2,False,isotonic,0.175,-0.0057561747229674,859,282,315,315,18.412698412698415,0.6112303770293841,0.14876741078296588,40,35.0,24.137931034482758,10.116731517509727,12.999909987417613,3.2648462850614646,9.735063702356147,0.15022423784328548,"{""alertas_min_20"": true, ""auc_min_0_55"": true, ""brier_mejor_que_base"": true, ""cobertura_caidas_min_15pct"": true, ""precision_supera_prevalencia_8pp"": true, ""proteccion_neta_positiva"": true}","{""auc_primera_mitad_min_0_55"": true, ""auc_segunda_mitad_min_0_55"": false, ""proteccion_neta_positiva_primera_mitad"": true, ""proteccion_neta_positiva_segunda_mitad"": true}",PROMETEDOR_PERO_INESTABLE
