fecha,ret_real,senal_real,ret_estimado_t,senal_estimada_t,ret_estimado_combo,senal_estimada_combo
2026-07-15,-0.008458202674095805,BAJA,-0.0016288643447779439,BAJA,-0.0005048589428034043,NEUTRO
