fecha,SPY,NEM,FCX,EPU,MCHI,EEM,USD_PEN,ret_SPY,ret_NEM,ret_FCX,ret_EPU,ret_MCHI,ret_EEM,ret_USD_PEN
2025-09-24,661.0999755859375,83.47000122070312,37.66999816894531,59.88999938964844,64.58000183105469,53.119998931884766,3.503,-0.0031815658943793,-0.014172634630838,-0.1695326794076657,0.0171535037909524,0.0144518062495719,-0.0033771164681485,0.0002855511136494
2025-09-25,658.0499877929688,83.66999816894531,35.34000015258789,59.77999877929688,64.76000213623047,52.810001373291016,3.505,-0.0046135046219983,0.0023960338482968,-0.0618528837168419,-0.0018367108277275,0.0027872452782933,-0.0058357975306297,0.0005709391949757
2025-09-26,661.8200073242188,85.25,35.75,59.29999923706055,64.31999969482422,52.709999084472656,3.494,0.0057290777314567,0.0188837321098582,0.0116015802388751,-0.0080294337911991,-0.0067943549550948,-0.001893624052601,-0.003138373751783
2025-09-29,663.6799926757812,84.54000091552734,37.119998931884766,60.79999923706055,65.52999877929688,53.18999862670898,3.48,0.0028104096748033,-0.0083284350084769,0.0383216484443291,0.0252951099375824,0.0188121749100385,0.0091064228907893,-0.0040068689181455
2025-09-30,666.1799926757812,84.30999755859375,39.220001220703125,61.5,65.8499984741211,53.400001525878906,3.473,0.0037668756442703,-0.0027206453092355,0.0565733391499247,0.0115131705875544,0.0048832550096935,0.0039481651549519,-0.0020114942528736
2025-10-01,668.4500122070312,85.94999694824219,39.09000015258789,61.04999923706055,66.25,53.81999969482422,3.485,0.0034075168215907,0.0194520156225679,-0.0033146625208826,-0.0073170855762513,0.0060744348541801,0.0078651340251698,0.0034552260293694
2025-10-02,669.219970703125,86.43000030517578,38.869998931884766,61.33000183105469,66.98999786376953,54.06999969482422,3.476,0.0011518565068935,0.0055846814889666,-0.0056280690673918,0.0045864471333878,0.0111697790757665,0.0046451133671048,-0.0025824964131994
2025-10-03,669.2100219726562,86.86000061035156,39.66999816894531,62.310001373291016,66.55000305175781,54.22999954223633,3.464,-1.4866158967619114e-05,0.0049751278914438,0.0205814062012827,0.0159791213594926,-0.0065680672644069,0.002959124252176,-0.003452243958573
2025-10-06,671.6099853515625,88.51000213623047,40.31999969482422,62.709999084472656,66.63999938964844,54.47999954223633,3.463,0.0035862633554586,0.0189961030887013,0.0163852169367566,0.0064194784523483,0.0013523115516709,0.0046099945069202,-0.0002886836027713
2025-10-07,669.1199951171875,86.94999694824219,40.68999862670898,61.869998931884766,65.80999755859375,54.060001373291016,3.446,-0.0037074943623293,-0.0176251852936032,0.00917656088009,-0.0133949954529002,-0.0124550095836828,-0.00770921755643,-0.0049090384060063
2025-10-08,673.1099853515625,88.4000015258789,42.84999847412109,63.52999877929688,66.12999725341797,54.4900016784668,,0.0059630414028746,0.016676303950877,0.0530842939373874,0.026830448942462,0.0048624784484956,0.0079541304893164,
