fecha,valor_cuota
2025-06-26,22.8726671
2025-06-27,22.8806792
2025-06-30,22.950805
2025-07-01,23.0243875
2025-07-02,23.0479488
2025-07-03,23.1103679
2025-07-04,23.1468275
2025-07-07,23.1482499
2025-07-08,23.0585752
2025-07-09,23.1407802
2025-07-10,23.1317046
2025-07-11,23.15605
2025-07-14,23.1816109
2025-07-15,23.0857602
2025-07-16,23.0459172
2025-07-17,23.1987158
2025-07-18,23.1791061
2025-07-21,23.289851
2025-07-22,23.2979315
2025-07-23,23.3811871
2025-07-24,23.3580702
2025-07-25,23.3453145
2025-07-28,23.3338143
2025-07-29,23.3553038
2025-07-30,23.3936283
2025-07-31,23.4170551
2025-08-01,23.2699205
2025-08-04,23.4035135
2025-08-05,23.358686
2025-08-06,23.4681298
2025-08-07,23.4900671
2025-08-08,23.463583600000003
2025-08-11,23.4544301
2025-08-12,23.5948818
2025-08-13,23.7446964
2025-08-14,23.8220375
2025-08-15,23.8016727
2025-08-18,23.7610963
2025-08-19,23.5593557
2025-08-20,23.4664752
2025-08-21,23.516869900000003
2025-08-22,23.684403000000003
2025-08-25,23.7390335
2025-08-26,23.9394507
2025-08-27,23.9160138
2025-08-28,24.050030900000003
2025-08-29,23.9920331
2025-09-01,24.0555541
2025-09-02,24.0648566
2025-09-03,24.1227419
2025-09-04,24.103771700000003
2025-09-05,24.215251400000003
2025-09-08,24.2633764
2025-09-09,24.1877493
2025-09-10,24.2131655
2025-09-11,24.3747666
2025-09-12,24.4105822
2025-09-15,24.5026542
2025-09-16,24.4330368
2025-09-17,24.4594674
2025-09-18,24.4951509
2025-09-19,24.631882500000003
2025-09-22,24.7908516
2025-09-23,24.8105836
2025-09-24,24.8418992
2025-09-25,24.775420800000003
2025-09-26,24.7735032
2025-09-29,24.8767214
2025-09-30,24.8552251
2025-10-01,24.9710367
2025-10-02,25.0113067
2025-10-03,24.9387957
2025-10-06,25.0902639
2025-10-07,24.9416563
2025-10-08,25.1926523
2025-10-09,24.993081900000004
2025-10-10,24.6580929
2025-10-13,24.8915302
2025-10-14,24.9018328
2025-10-15,24.9935098
2025-10-16,25.0450518
2025-10-17,24.855886
2025-10-20,24.9705302
2025-10-21,24.6956723
2025-10-22,24.6261133
2025-10-23,24.708423000000003
2025-10-24,24.7401647
2025-10-27,24.7466712
2025-10-28,24.8743008
2025-10-29,24.9988699
2025-10-30,24.8654953
2025-10-31,24.8355364
2025-11-03,24.8211973
2025-11-04,24.4969825
2025-11-05,24.6214147
2025-11-06,24.4978068
2025-11-07,24.4483761
2025-11-10,24.7245554
2025-11-11,24.6931094
2025-11-12,24.8414124
2025-11-13,24.6452358
2025-11-14,24.5220918
2025-11-17,24.3368222
2025-11-18,24.1807269
2025-11-19,24.3647778
2025-11-20,23.9638432
2025-11-21,23.9981105
2025-11-24,24.2726071
2025-11-25,24.3008758
2025-11-26,24.6499513
2025-11-27,24.7121925
2025-11-28,24.9228243
2025-12-01,25.0515283
2025-12-02,25.1330409
2025-12-03,25.2757614
2025-12-04,25.3227481
2025-12-05,25.4056928
2025-12-08,25.3695303
2025-12-09,25.5035934
2025-12-10,25.706447000000004
2025-12-11,25.7982052
2025-12-12,25.605768200000004
2025-12-15,25.563125
2025-12-16,25.7123733
2025-12-17,25.4973774
2025-12-18,25.6848179
2025-12-19,25.9936386
2025-12-22,26.3145885
2025-12-23,26.476217
2025-12-24,26.5181252
2025-12-26,26.7298332
2025-12-29,26.4690296
2025-12-30,26.5973696
2025-12-31,26.5003785
2026-01-02,26.862067000000003
2026-01-05,27.2684942
2026-01-06,27.7736158
2026-01-07,27.7565226
2026-01-08,27.707101400000003
2026-01-09,27.9908552
2026-01-12,28.333933
2026-01-13,28.4390516
2026-01-14,28.5460392
2026-01-15,28.7569735
2026-01-16,28.8321339
2026-01-19,28.852690699999997
2026-01-20,29.0239506
2026-01-21,29.253208599999997
2026-01-22,29.3576996
2026-01-23,29.5645201
2026-01-26,29.958422900000002
2026-01-27,30.193573299999997
2026-01-28,30.4335212
2026-01-29,30.3932487
2026-01-30,29.322848699999998
2026-02-02,29.2866217
2026-02-03,29.7207278
2026-02-04,29.4272448
2026-02-05,29.0368662
2026-02-06,29.651843600000003
2026-02-09,30.1772039
2026-02-10,30.1023191
2026-02-11,30.3085545
2026-02-12,29.687386
2026-02-13,29.8561671
2026-02-16,29.7873136
2026-02-17,29.5303976
2026-02-18,29.7768293
2026-02-19,29.8572732
2026-02-20,30.1816002
2026-02-23,30.3450369
2026-02-24,30.5425954
2026-02-25,30.777377700000002
2026-02-26,30.791169399999998
2026-02-27,30.959342799999998
2026-03-02,31.008529499999998
2026-03-03,29.9283997
2026-03-04,30.1005378
2026-03-05,29.552462900000002
2026-03-06,29.383091399999998
2026-03-09,29.5207059
2026-03-10,29.6260665
2026-03-11,29.5845643
2026-03-12,29.0239145
2026-03-13,28.6489549
2026-03-16,28.8927697
2026-03-17,28.966760800000003
2026-03-18,28.489852
2026-03-19,28.0510199
2026-03-20,27.4167579
2026-03-23,28.0239967
2026-03-24,28.071347799999998
2026-03-25,28.4611957
2026-03-26,28.0011252
2026-03-27,27.9860939
2026-03-30,27.871150899999996
2026-03-31,28.5875221
2026-04-01,29.0838712
2026-04-02,28.9279356
2026-04-03,28.912731800000003
2026-04-06,28.9092923
2026-04-07,28.913098799999997
2026-04-08,29.7851231
2026-04-09,29.943643
2026-04-10,30.0598868
2026-04-13,30.2170529
2026-04-14,30.3696085
2026-04-15,30.1080085
2026-04-16,30.503820500000003
2026-04-17,30.6830162
2026-04-20,30.595337
2026-04-21,30.117365
2026-04-22,30.4407091
2026-04-23,30.331460900000003
2026-04-24,30.7603724
2026-04-27,30.8025926
2026-04-28,30.3385472
2026-04-29,30.2184508
2026-04-30,30.7231268
2026-05-01,30.7377664
2026-05-04,30.6126502
2026-05-05,30.9299424
2026-05-06,31.6791471
2026-05-07,31.431747
2026-05-08,31.9145516
2026-05-11,32.2546052
2026-05-12,32.0105717
2026-05-13,32.2090019
2026-05-14,32.2617824
2026-05-15,31.4135285
2026-05-18,31.1928859
2026-05-19,30.953379100000003
2026-05-20,31.3896738
2026-05-21,31.618538100000002
2026-05-22,31.7575942
2026-05-25,31.7909107
2026-05-26,32.6290876
2026-05-27,32.455315
2026-05-28,32.5996811
2026-05-29,32.7664958
2026-06-01,32.959264499999996
2026-06-02,33.2493552
2026-06-03,32.9572537
2026-06-04,32.670793
2026-06-05,31.4515247
2026-06-08,31.3104321
2026-06-09,31.952230800000002
2026-06-10,31.623372599999996
2026-06-11,32.717079000000005
2026-06-12,33.1157504
2026-06-15,33.9369884
2026-06-16,33.8156559
2026-06-17,33.7858426
2026-06-18,33.9891692
2026-06-19,34.0731724
2026-06-22,34.262747399999995
2026-06-23,33.2654714
2026-06-24,33.0983887
2026-06-25,33.4136279
2026-06-26,33.1006036
2026-06-29,33.1735992
2026-06-30,33.5370629
2026-07-01,33.1019868
2026-07-02,32.8852411
2026-07-03,32.9033232
2026-07-06,33.3286403
2026-07-07,32.7062959
2026-07-08,32.627339
2026-07-09,32.9828361
2026-07-10,33.1575753
2026-07-13,32.609853
2026-07-14,32.9889924
2026-07-15,32.8170077
2026-07-16,32.2856466
2026-07-17,32.083561800000005
2026-07-20,31.9591046
2026-07-21,32.6271468
2026-07-22,32.806352000000004
2026-07-23,32.6829917
2026-07-24,32.2351766
2026-07-27,32.2146791
2026-07-28,31.6169856
2026-07-29,31.0976541
2026-07-30,31.994985
2026-07-31,31.9416869
2026-08-03,32.1022567
2026-08-04,32.8727097
2026-08-05,33.0031907
2026-08-06,32.9022622
2026-08-07,33.1720851
2026-08-10,33.0718532
2026-08-11,33.1479274
2026-08-12,33.4429828
2026-08-13,33.4736543
2026-08-14,33.5502923
