fecha,created_at_lima,updated_at_lima,vc_base,official_return,official_signal,official_vc,challenger_return,challenger_signal,challenger_vc,qqq_return,qqq_residual,actual_return,actual_signal,actual_vc,official_abs_error,challenger_abs_error,official_hit,challenger_hit,status
2026-08-18,2026-08-18T18:49:39.049731-05:00,2026-08-19T07:18:40.443739-05:00,71.34496504900544,-0.022601091698432,BAJA,69.73249095171144,-0.0223535701127708,BAJA,69.75015037058931,-0.0169345026295785,0.0007041300141135,,,,,,,,PENDIENTE
2026-08-19,2026-08-19T08:35:26.011161-05:00,2026-08-19T16:18:12.855278-05:00,69.81515743136731,0.02798743236307895,SUBE,71.76910442789541,0.02497642496079957,SUBE,71.55889047207826,-0.0019929933468779693,-0.008054094063960206,,,,,,,,PENDIENTE
